ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,target
0.34630142870740277,0.9503161448664326,0.7454350376717143,0.3818237903362353,-2.412352471021688,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.43681233871608494,-1.0522813964615434,-1.033383053186452,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.8529477135373019,-1.0522813964615434,-1.2095867319978744,-2.6633287974230186,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.3111892985510127,0.9503161448664326,0.9803732760869438,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.9471880339668148,0.9503161448664326,2.7172381100852476,-0.942155595646049,-2.412352471021688,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
-0.2897944518031999,0.9503161448664326,-0.4628187598923233,-0.942155595646049,0.41453312151208005,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.4191430087019015,-1.0522813964615434,-0.6558037414476904,-1.6041452886371912,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.03245651723765693,-1.0522813964615434,0.11613618477377802,-0.942155595646049,0.41453312151208005,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.6833778782087478,-1.0522813964615434,-0.25305247559301125,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.8598446484786052,0.9503161448664326,0.896466762367219,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.13983167655461765,0.9503161448664326,0.5440594047443746,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.22125693937625868,-1.0522813964615434,-0.387302897544571,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.9854676886436774,0.9503161448664326,-0.19431791598920387,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.737870538573133,0.9503161448664326,-0.11880205364145151,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.8242794585782617,0.9503161448664326,0.06579227654194313,0.3818237903362353,0.41453312151208005,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.9410678337362423,-1.0522813964615434,-1.0837269614182872,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.3425759119737734,0.9503161448664326,0.09096423065786058,0.3818237903362353,0.41453312151208005,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.27879552685834313,0.9503161448664326,-0.00133293443383674,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-1.0396083280461113,0.9503161448664326,-0.19431791598920387,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.2131018639850971,-1.0522813964615434,0.24199595535336527,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.5770343294696686,-1.0522813964615434,-0.7397102551674153,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.5680741733726022,-1.0522813964615434,-0.17753661324525888,0.3818237903362353,0.41453312151208005,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.8110396872216105,-1.0522813964615434,-1.184414777881957,-0.2801659026549069,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.9424270129681025,-1.0522813964615434,-1.0837269614182872,0.3818237903362353,-2.412352471021688,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.2655596491888934,0.9503161448664326,0.6615285239519895,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.499334583381657,0.9503161448664326,-0.4544281085203508,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.5324079446902568,-1.0522813964615434,-1.1005082641622321,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.521987570579328,0.9503161448664326,0.4433715882807049,0.3818237903362353,0.41453312151208005,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.4047461356773941,0.9503161448664326,0.7957789459035491,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
-1.0253369461115784,-1.0522813964615434,-1.3186651998335166,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
3.4450035474768237,0.9503161448664326,1.9704701379796967,-2.6633287974230186,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1.9152473220180986,-1.0522813964615434,2.289314890114651,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.1359845624182152,0.9503161448664326,1.3747338905696505,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-0.9120720101232233,-1.0522813964615434,-1.2851025943456267,-2.6633287974230186,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.5552874617599044,-1.0522813964615434,-0.6893663469355804,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.3333892260047303,-1.0522813964615434,-0.5635065763559931,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.917055667306711,-1.0522813964615434,-1.3018838970895716,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.6261913116886147,-1.0522813964615434,-0.7648822092833327,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.2859434439795958,-1.0522813964615434,-0.2194898701051213,-0.942155595646049,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-0.29704340770645465,-1.0522813964615434,-0.19431791598920387,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.05611666270523682,0.9503161448664326,-0.28661508108090117,1.7058031763185197,0.41453312151208005,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.8765068202228797,-1.0522813964615434,-1.2431493374857643,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
-0.5430548486731621,-1.0522813964615434,-0.597069181843883,0.3818237903362353,-2.412352471021688,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.7834030428404518,-1.0522813964615434,-1.117289566906177,-3.457716429012389,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.7921122167575688,0.9503161448664326,1.173358257642311,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1.724962229557662,-1.0522813964615434,0.35107442318900756,-0.942155595646049,0.41453312151208005,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.6889400862261635,0.9503161448664326,-0.3789122461725985,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.3428063355329516,0.9503161448664326,0.9803732760869438,-1.6041452886371912,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.4597928945677347,-1.0522813964615434,0.49371549651253976,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-0.20144780173228286,0.9503161448664326,0.007057716938135743,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
-0.2651026957577385,0.9503161448664326,-0.00133293443383674,-2.9281246746194753,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.4540286089863149,0.9503161448664326,-0.44603745714837834,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.7693581907778958,0.9503161448664326,-0.5215533194961307,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.509079261563857,-1.0522813964615434,1.67679733996066,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.2959146520337725,0.9503161448664326,2.2977055414866236,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.2644269998290099,-1.0522813964615434,0.5692313588602921,-2.6633287974230186,0.41453312151208005,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.7979009546469612,0.9503161448664326,-0.3201776865687911,-0.2801659026549069,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
1.4094061178941046,-1.0522813964615434,1.8446103674001095,0.3818237903362353,0.41453312151208005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.47418976759224213,-1.0522813964615434,-0.4628187598923233,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.550983394192347,0.9503161448664326,-0.12719270501342397,-1.6041452886371912,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.9707432469651912,-1.0522813964615434,-1.327055851205489,0.3818237903362353,0.41453312151208005,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-0.4275246139650398,-1.0522813964615434,-0.7648822092833327,-2.2661349816283334,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.46568267123912915,-1.0522813964615434,-0.4628187598923233,1.7058031763185197,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.48742953894889335,0.9503161448664326,1.173358257642311,-2.9281246746194753,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.0098074237271875,-1.0522813964615434,-0.14397400775736896,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.7439868451165041,0.9503161448664326,0.13291748751772298,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.5191437210256328,-1.0522813964615434,-0.2194898701051213,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
-0.9927166445469322,-1.0522813964615434,-1.3690091080653515,-0.942155595646049,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.8518150641774184,0.9503161448664326,-0.4712094112642958,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.6030852647469903,-1.0522813964615434,-0.7061476496795254,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
-0.6592646729972145,0.9503161448664326,-0.6641943928196629,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.8203313056598571,-1.0522813964615434,1.6851879913326324,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
-0.6454463508066351,0.9503161448664326,-0.16075531050131392,-2.2661349816283334,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.010584158437918037,0.9503161448664326,0.09096423065786058,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.6311749688721024,-1.0522813964615434,-1.184414777881957,0.3818237903362353,0.41453312151208005,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
-0.9184148465385712,0.9503161448664326,-0.4124748516604884,0.3818237903362353,-2.412352471021688,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.952167797463101,-1.0522813964615434,-1.1760241265099844,-2.9281246746194753,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.6864482576344197,0.9503161448664326,0.2755585608412552,0.3818237903362353,0.41453312151208005,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
-1.03349202150274,-1.0522813964615434,-1.2179773833698468,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.3441616210776104,0.9503161448664326,-0.4879907140082408,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.006081906993558,0.9503161448664326,-0.5635065763559931,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.9675718287575173,0.9503161448664326,-0.9075232826068649,0.3818237903362353,-2.412352471021688,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5.622182147044987,-1.0522813964615434,2.6417222477374955,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
-0.9394821246324052,0.9503161448664326,-0.6306317873317729,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.3004413557861053,0.9503161448664326,-0.5718972277279656,-1.6041452886371912,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.7267705748462742,-1.0522813964615434,-0.9914297963265898,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.7878081491900113,0.9503161448664326,0.9384200192270814,-1.6041452886371912,0.41453312151208005,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.2085712665455629,-1.0522813964615434,0.3846370286768975,-2.9281246746194753,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.953753506566938,0.9503161448664326,-0.12719270501342397,0.3818237903362353,0.41453312151208005,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.9777656729964693,-1.0522813964615434,-1.1592428237660395,0.3818237903362353,0.41453312151208005,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
-0.7713969596256861,0.9503161448664326,-0.5635065763559931,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.8031111417024256,-1.0522813964615434,-0.9159139339788374,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.6243790727128011,0.9503161448664326,-0.5131626681241582,0.3818237903362353,0.41453312151208005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.9603228728542625,0.9503161448664326,-0.32856833794076357,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1.4578835104971206,0.9503161448664326,2.7256287614572203,0.3818237903362353,-2.412352471021688,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.165886505519141,-1.0522813964615434,0.3426837718170351,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
-0.7322072917737152,0.9503161448664326,-0.2698337783369562,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.29930870642622176,0.9503161448664326,0.4349809369087324,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.8273498380039336,0.9503161448664326,-0.051676842665671636,0.3818237903362353,0.41453312151208005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
